"Accident_ID","النوع","التاريخ","السرعة","ع.اصابات بسيطة","ع.اصابات بليغة","ع.اصابات الوفاه","ع.اصابات متوسطة","مسارب الطريق","سطح الطريق","جنسية المركبة","فئه الرخصه","نوع الطريق","الاضائة","الطقس","خصائص طريق","خطأ السائق","محافظه","فئة المركبة","تاريخ الحادث","عدد المركبات","عمرالسائق","جنس السائق"
"1673138","صدم","9/22/2017 4:29:00 PM","60","1","0","0","0","اتجاهين مفصول بجزيرة وسطية","جاف","الأردن","فئة ثالثة","إسفلتي","نهار","صافي","مستقيم مستوي","لا يوجد","محافظة العاصمة عمان","سيارة ركوب صغيرة","9/22/2017 4:29:00 PM","2","117",""
"1673266","صدم","9/23/2017 12:02:00 AM","40","0","0","0","0","اتجاه واحد","جاف","الأردن","فئة ثالثة","إسفلتي","ليل واضاءة غير كافية","صافي","مستقيم مستوي","تغير مسرب بشكل مفاجئ","محافظة العاصمة عمان","سيارة ركوب صغيرة","9/23/2017 12:02:00 AM","2","31","ذكر"
"1673266","صدم","9/23/2017 12:02:00 AM","40","0","0","0","0","اتجاه واحد","جاف","الأردن","فئة ثالثة","إسفلتي","ليل واضاءة غير كافية","صافي","مستقيم مستوي","لا يوجد","محافظة العاصمة عمان","سيارة ركوب صغيرة","9/23/2017 12:02:00 AM","2","",""
"1673383","صدم","9/23/2017 1:25:00 PM","40","0","0","0","0","اتجاه واحد","جاف","الأردن","فئة ثالثة","إسفلتي","نهار","صافي","مستقيم مستوي","لا يوجد","محافظة العاصمة عمان","سيارة ركوب صغيرة","9/23/2017 1:25:00 PM","2","",""
"1673383","صدم","9/23/2017 1:25:00 PM","40","0","0","0","0","اتجاه واحد","جاف","الأردن","فئة ثالثة","إسفلتي","نهار","صافي","مستقيم مستوي","تجاوز الاشاره الضوئيه حمراء","محافظة العاصمة عمان","سيارة ركوب صغيرة","9/23/2017 1:25:00 PM","2","23","ذكر"
"1673389","صدم","9/23/2017 1:38:00 PM","40","0","0","0","0","اتجاه واحد","جاف","الأردن","فئة ثالثة","إسفلتي","نهار","صافي","مستقيم مستوي","عدم ترك السائق مسافة التتابع الامن","محافظة العاصمة عمان","سيارة ركوب صغيرة","9/23/2017 1:38:00 PM","2","28","ذكر"
"1673389","صدم","9/23/2017 1:38:00 PM","40","0","0","0","0","اتجاه واحد","جاف","الأردن","فئة رابعة","إسفلتي","نهار","صافي","مستقيم مستوي","لا يوجد","محافظة العاصمة عمان","سيارة ركوب صغيرة","9/23/2017 1:38:00 PM","2","54","ذكر"
"1674505","صدم","9/25/2017 8:32:00 PM","50","0","0","0","0","اتجاهين مفصول بجزيرة وسطية","جاف","الأردن","فئة ثالثة اتوماتيك","إسفلتي","ليل وطريق بإضاءة كافية","صافي","مستقيم مستوي","قيادة المركبة دون اخذ احتياطات السلامة المرورية اللازمة","محافظة العاصمة عمان","سيارة ركوب صغيرة","9/25/2017 8:32:00 PM","2","53","انثى"
"1674505","صدم","9/25/2017 8:32:00 PM","50","0","0","0","0","اتجاهين مفصول بجزيرة وسطية","جاف","الأردن","0","إسفلتي","ليل وطريق بإضاءة كافية","صافي","مستقيم مستوي","لا يوجد","محافظة العاصمة عمان","سيارة ركوب صغيرة","9/25/2017 8:32:00 PM","2","",""
"1675872","صدم","9/28/2017 8:07:00 PM","60","0","0","0","0","اتجاهين مفصول بجزيرة وسطية","جاف","الأردن","فئة ثالثة","إسفلتي","ليل وطريق بإضاءة كافية","صافي","مستقيم مستوي","لا يوجد","محافظة العاصمة عمان","سيارة ركوب صغيرة","9/28/2017 8:07:00 PM","3","32","ذكر"
"1675872","صدم","9/28/2017 8:07:00 PM","60","0","0","0","0","اتجاهين مفصول بجزيرة وسطية","جاف","الأردن","فئة ثالثة","إسفلتي","ليل وطريق بإضاءة كافية","صافي","مستقيم مستوي","عدم ترك السائق مسافة التتابع الأمن","محافظة العاصمة عمان","سيارة ركوب صغيرة","9/28/2017 8:07:00 PM","3","31","انثى"
"1675872","صدم","9/28/2017 8:07:00 PM","60","0","0","0","0","اتجاهين مفصول بجزيرة وسطية","جاف","الأردن","فئة ثالثة","إسفلتي","ليل وطريق بإضاءة كافية","صافي","مستقيم مستوي","عدم ترك السائق مسافة التتابع الأمن","محافظة العاصمة عمان","سيارة ركوب صغيرة","9/28/2017 8:07:00 PM","3","",""
"1675882","صدم","9/28/2017 8:26:00 PM","60","0","0","0","0","اتجاهين مفصول بجزيرة وسطية","جاف","الأردن","فئة ثالثة","إسفلتي","نهار","صافي","مستقيم مستوي","لا يوجد","محافظة العاصمة عمان","سيارة ركوب صغيرة","9/28/2017 8:26:00 PM","2","23","ذكر"
"1675882","صدم","9/28/2017 8:26:00 PM","60","0","0","0","0","اتجاهين مفصول بجزيرة وسطية","جاف","الأردن","فئة ثالثة","إسفلتي","نهار","صافي","مستقيم مستوي","عدم ترك السائق مسافة التتابع الأمن","محافظة العاصمة عمان","سيارة ركوب صغيرة","9/28/2017 8:26:00 PM","2","43","ذكر"
"1689836","صدم","11/10/2017 12:26","40","0","0","0","0","اتجاهين مفصول بجزيرة وسطية","جاف","الأردن","فئة ثالثة","إسفلتي","نهار","صافي","مستقيم مستوي","الدوران أو الانعطاف بالمركبة بشكل يعيق حركة السير أو يعرض مستخدمي الطريق للخطر","محافظة العاصمة عمان","سيارة ركوب صغيرة","11/10/2017 12:26","3","57","ذكر"
"1689836","صدم","11/10/2017 12:26","40","0","0","0","0","اتجاهين مفصول بجزيرة وسطية","جاف","الأردن","فئة ثالثة اتوماتيك","إسفلتي","نهار","صافي","مستقيم مستوي","لا يوجد","محافظة العاصمة عمان","سيارة ركوب صغيرة","11/10/2017 12:26","3","46","انثى"
"1689836","صدم","11/10/2017 12:26","40","0","0","0","0","اتجاهين مفصول بجزيرة وسطية","جاف","الأردن","فئة رابعة","إسفلتي","نهار","صافي","مستقيم مستوي","قيادة المركبة دون اخذ احتياطات السلامه المرورية","محافظة العاصمة عمان","سيارة ركوب صغيرة","11/10/2017 12:26","3","23","ذكر"
"1689844","صدم","10/10/2017 12:50","40","0","0","0","0","اتجاهين غير مفصول بجزيرة وسطية","جاف","الأردن","0","إسفلتي","نهار","صافي","مستقيم مرتقي","تغير سائق المركبة المسرب بشكل مفاجئ","محافظة العاصمة عمان","سيارة ركوب صغيرة","10/10/2017 12:50","2","117",""
"1689844","صدم","10/10/2017 12:50","40","0","0","0","0","اتجاهين غير مفصول بجزيرة وسطية","جاف","الأردن","فئة ثالثة","إسفلتي","نهار","صافي","مستقيم مرتقي","لا يوجد","محافظة العاصمة عمان","سيارة ركوب صغيرة","10/10/2017 12:50","2","38","ذكر"
"1689872","صدم","10/10/2017 13:54","60","0","0","0","0","اتجاهين مفصول بجزيرة وسطية","جاف","الأردن","فئة رابعة","إسفلتي","نهار","صافي","مستقيم مستوي","لا يوجد","محافظة العاصمة عمان","نقل مشترك","10/10/2017 13:54","2","44","ذكر"
"1689872","صدم","10/10/2017 13:54","60","0","0","0","0","اتجاهين مفصول بجزيرة وسطية","جاف","الأردن","فئة رابعة","إسفلتي","نهار","صافي","مستقيم مستوي","مخالفات قواعد واولويات المرور","محافظة العاصمة عمان","سيارة ركوب صغيرة","10/10/2017 13:54","2","47","ذكر"
"1691141","صدم","10/20/2017 1:54:00 PM","60","0","0","0","0","اتجاهين مفصول بجزيرة وسطية","جاف","الأردن","فئة ثالثة اتوماتيك","إسفلتي","نهار","صافي","مستقيم مستوي","عدم ترك السائق مسافة التتابع الامن","محافظة العاصمة عمان","سيارة ركوب صغيرة","10/20/2017 1:54:00 PM","2","23","ذكر"
"1691141","صدم","10/20/2017 1:54:00 PM","60","0","0","0","0","اتجاهين مفصول بجزيرة وسطية","جاف","الأردن","فئة ثالثة","إسفلتي","نهار","صافي","مستقيم مستوي","لا يوجد","محافظة العاصمة عمان","سيارة ركوب صغيرة","10/20/2017 1:54:00 PM","2","38","ذكر"
"1691269","صدم","10/16/2017 7:40:00 AM","60","0","0","0","0","اتجاهين غير مفصول بجزيرة وسطية","جاف","الأردن","فئة ثالثة","إسفلتي","نهار","صافي","مستقيم مستوي","مخالفات قواعد واولويات المرور","محافظة العاصمة عمان","سيارة ركوب صغيرة","10/16/2017 7:40:00 AM","2","26","ذكر"
"1691269","صدم","10/16/2017 7:40:00 AM","60","0","0","0","0","اتجاهين غير مفصول بجزيرة وسطية","جاف","الأردن","فئة خامسة","إسفلتي","نهار","صافي","مستقيم مستوي","لا يوجد","محافظة العاصمة عمان","سيارة ركوب صغيرة","10/16/2017 7:40:00 AM","2","40","ذكر"
"1691369","صدم","10/14/2017 12:03:00 PM","40","0","0","0","0","اتجاهين مفصول بجزيرة وسطية","جاف","الأردن","فئة رابعة","إسفلتي","نهار","صافي","مستقيم مستوي","تغير سائق المركبة المسرب بشكل مفاجئ","محافظة العاصمة عمان","سيارة ركوب صغيرة","10/14/2017 12:03:00 PM","2","52","ذكر"
"1691369","صدم","10/14/2017 12:03:00 PM","40","0","0","0","0","اتجاهين مفصول بجزيرة وسطية","جاف","الأردن","فئة ثالثة","إسفلتي","نهار","صافي","مستقيم مستوي","لا يوجد","محافظة العاصمة عمان","سيارة ركوب صغيرة","10/14/2017 12:03:00 PM","2","24","ذكر"
"1694425","صدم","10/18/2017 7:12:00 PM","60","0","0","0","0","اتجاهين مفصول بجزيرة وسطية","جاف","الأردن","فئة ثالثة","إسفلتي","ليل وطريق بإضاءة كافية","صافي","مستقيم مستوي","لا يوجد","محافظة العاصمة عمان","سيارة ركوب صغيرة","10/18/2017 7:12:00 PM","3","45","انثى"
"1694425","صدم","10/18/2017 7:12:00 PM","60","0","0","0","0","اتجاهين مفصول بجزيرة وسطية","جاف","الأردن","فئة ثالثة","إسفلتي","ليل وطريق بإضاءة كافية","صافي","مستقيم مستوي","لا يوجد","محافظة العاصمة عمان","سيارة ركوب صغيرة","10/18/2017 7:12:00 PM","3","19","ذكر"
"1694425","صدم","10/18/2017 7:12:00 PM","60","0","0","0","0","اتجاهين مفصول بجزيرة وسطية","جاف","الأردن","فئة ثالثة اتوماتيك","إسفلتي","ليل وطريق بإضاءة كافية","صافي","مستقيم مستوي","عدم ترك السائق مسافة التتابع الأمن","محافظة العاصمة عمان","سيارة ركوب صغيرة","10/18/2017 7:12:00 PM","3","29","انثى"
"1696418","صدم","10/21/2017 1:45:00 PM","60","0","0","0","0","اتجاهين مفصول بجزيرة وسطية","جاف","الأردن","فئة ثالثة","إسفلتي","نهار","صافي","مستقيم مستوي","تغير مسرب بشكل مفاجئ","محافظة العاصمة عمان","سيارة ركوب صغيرة","10/21/2017 1:45:00 PM","2","42","انثى"
"1696418","صدم","10/21/2017 1:45:00 PM","60","0","0","0","0","اتجاهين مفصول بجزيرة وسطية","جاف","الأردن","فئة سادسة (أ+ب)","إسفلتي","نهار","صافي","مستقيم مستوي","لا يوجد","محافظة العاصمة عمان","حافلة","10/21/2017 1:45:00 PM","2","55","ذكر"
"1697586","صدم","10/24/2017 8:22:00 AM","60","0","0","0","0","اتجاهين مفصول بجزيرة وسطية","جاف","الأردن","فئة ثالثة","إسفلتي","ليل وطريق بإضاءة كافية","صافي","مستقيم مستوي","عدم ترك السائق مسافة التتابع الامن","محافظة العاصمة عمان","سيارة ركوب صغيرة","10/24/2017 8:22:00 AM","2","28","ذكر"
"1697586","صدم","10/24/2017 8:22:00 AM","60","0","0","0","0","اتجاهين مفصول بجزيرة وسطية","جاف","الأردن","فئة ثالثة","إسفلتي","ليل وطريق بإضاءة كافية","صافي","مستقيم مستوي","لا يوجد","محافظة العاصمة عمان","شحن","10/24/2017 8:22:00 AM","2","44","ذكر"
"1697596","صدم","10/21/2017 8:37:00 PM","70","0","0","0","0","اتجاهين مفصول بجزيرة وسطية","جاف","الأردن","فئة ثالثة","إسفلتي","ليل وطريق بإضاءة كافية","صافي","مستقيم مستوي","لا يوجد","محافظة العاصمة عمان","سيارة ركوب صغيرة","10/21/2017 8:37:00 PM","2","44","ذكر"
"1697596","صدم","10/21/2017 8:37:00 PM","70","0","0","0","0","اتجاهين مفصول بجزيرة وسطية","جاف","الأردن","فئة ثالثة","إسفلتي","ليل وطريق بإضاءة كافية","صافي","مستقيم مستوي","الرجوع بالمركبة الى الخلف المؤدي الى وقوع حادث","محافظة العاصمة عمان","سيارة ركوب صغيرة","10/21/2017 8:37:00 PM","2","",""
"1698564","صدم","10/24/2017 8:35:00 AM","60","0","0","0","0","اتجاهين مفصول بجزيرة وسطية","جاف","الأردن","فئة ثالثة","إسفلتي","نهار","صافي","مستقيم مستوي","لا يوجد","محافظة العاصمة عمان","سيارة ركوب صغيرة","10/24/2017 8:35:00 AM","3","46","ذكر"
"1698564","صدم","10/24/2017 8:35:00 AM","60","0","0","0","0","اتجاهين مفصول بجزيرة وسطية","جاف","الأردن","فئة رابعة","إسفلتي","نهار","صافي","مستقيم مستوي","لا يوجد","محافظة العاصمة عمان","سيارة ركوب صغيرة","10/24/2017 8:35:00 AM","3","34","ذكر"
"1698564","صدم","10/24/2017 8:35:00 AM","60","0","0","0","0","اتجاهين مفصول بجزيرة وسطية","جاف","الأردن","فئة ثالثة اتوماتيك","إسفلتي","نهار","صافي","مستقيم مستوي","عدم ترك السائق مسافة التتابع الامن","محافظة العاصمة عمان","سيارة ركوب صغيرة","10/24/2017 8:35:00 AM","3","",""
"1699475","صدم","10/26/2017 1:06:00 PM","50","0","0","0","0","اتجاهين غير مفصول بجزيرة وسطية","جاف","الأردن","فئة ثالثة اتوماتيك","إسفلتي","نهار","صافي","مستقيم مستوي","لا يوجد","محافظة العاصمة عمان","سيارة ركوب صغيرة","10/26/2017 1:06:00 PM","2","20","ذكر"
"1699475","صدم","10/26/2017 1:06:00 PM","50","0","0","0","0","اتجاهين غير مفصول بجزيرة وسطية","جاف","الأردن","فئة ثالثة","إسفلتي","نهار","صافي","مستقيم مستوي","الدوران بالمركبة بشكل يعرض مستخدمي الطريق الخطر","محافظة العاصمة عمان","سيارة ركوب صغيرة","10/26/2017 1:06:00 PM","2","80","ذكر"
"1700045","صدم","10/27/2017 2:16:00 AM","50","0","0","0","0","اتجاهين مفصول بجزيرة وسطية","جاف","الأردن","فئة ثالثة","إسفلتي","ليل وطريق بإضاءة كافية","صافي","مستقيم مستوي","تغيير المسرب بشكل خاطئ","محافظة العاصمة عمان","سيارة ركوب صغيرة","10/27/2017 2:16:00 AM","2","23","ذكر"
"1700045","صدم","10/27/2017 2:16:00 AM","50","0","0","0","0","اتجاهين مفصول بجزيرة وسطية","جاف","الأردن","0","إسفلتي","ليل وطريق بإضاءة كافية","صافي","مستقيم مستوي","لا يوجد","محافظة العاصمة عمان","سيارة ركوب صغيرة","10/27/2017 2:16:00 AM","2","",""
"1705192","صدم","3/11/2017 16:02","40","0","0","0","0","اتجاه واحد","جاف","الأردن","فئة ثالثة اتوماتيك","إسفلتي","نهار","صافي","مستقيم مستوي","قيادة المركبة دون اخذ احتياطات السلامة المرورية اللازمة","محافظة العاصمة عمان","سيارة ركوب صغيرة","3/11/2017 16:02","2","23","انثى"
"1705192","صدم","3/11/2017 16:02","40","0","0","0","0","اتجاه واحد","جاف","الأردن","فئة رابعة","إسفلتي","نهار","صافي","مستقيم مستوي","لا يوجد","محافظة العاصمة عمان","سيارة ركوب صغيرة","3/11/2017 16:02","2","31","ذكر"
"1706306","صدم","3/11/2017 22:47","50","0","0","0","0","اتجاهين غير مفصول بجزيرة وسطية","جاف","الأردن","فئة ثالثة","إسفلتي","ليل وطريق بإضاءة كافية","صافي","مستقيم مستوي","الدوران أو الانعطاف بالمركبة بشكل يعيق حركة السير أو يعرض مستخدمي الطريق للخطر","محافظة العاصمة عمان","سيارة ركوب صغيرة","3/11/2017 22:47","2","29","ذكر"
"1706306","صدم","3/11/2017 22:47","50","0","0","0","0","اتجاهين غير مفصول بجزيرة وسطية","جاف","الأردن","فئة ثالثة","إسفلتي","ليل وطريق بإضاءة كافية","صافي","مستقيم مستوي","لا يوجد","محافظة العاصمة عمان","سيارة ركوب صغيرة","3/11/2017 22:47","2","32","ذكر"
"1706325","صدم","3/11/2017 23:21","60","0","0","0","0","اتجاه واحد","جاف","الأردن","فئة ثالثة","إسفلتي","ليل وطريق بإضاءة كافية","صافي","مستقيم مستوي","عدم ترك السائق مسافة التتابع الامن","محافظة العاصمة عمان","سيارة ركوب صغيرة","3/11/2017 23:21","2","18","ذكر"
"1706325","صدم","3/11/2017 23:21","60","0","0","0","0","اتجاه واحد","جاف","الأردن","فئة رابعة","إسفلتي","ليل وطريق بإضاءة كافية","صافي","مستقيم مستوي","لا يوجد","محافظة العاصمة عمان","سيارة ركوب صغيرة","3/11/2017 23:21","2","36","ذكر"
"1706327","صدم","3/11/2017 23:53","50","0","0","0","0","اتجاه واحد","جاف","الأردن","فئة ثالثة","إسفلتي","ليل وطريق بإضاءة كافية","صافي","مستقيم مرتقي","لا يوجد","محافظة العاصمة عمان","سيارة ركوب صغيرة","3/11/2017 23:53","2","20","ذكر"
"1706327","صدم","3/11/2017 23:53","50","0","0","0","0","اتجاه واحد","جاف","الأردن","فئة ثالثة","إسفلتي","ليل وطريق بإضاءة كافية","صافي","مستقيم مرتقي","عدم ترك السائق مسافة التتابع الامن","محافظة العاصمة عمان","سيارة ركوب صغيرة","3/11/2017 23:53","2","24","ذكر"
"1706512","صدم","4/11/2017 15:31","40","0","0","0","0","اتجاهين مفصول بجزيرة وسطية","جاف","الأردن","فئة ثالثة","إسفلتي","نهار","صافي","مستقيم مستوي","لا يوجد","محافظة العاصمة عمان","سيارة ركوب صغيرة","4/11/2017 15:31","2","37","ذكر"
"1706512","صدم","4/11/2017 15:31","40","0","0","0","0","اتجاهين مفصول بجزيرة وسطية","جاف","الأردن","فئة ثالثة","إسفلتي","نهار","صافي","مستقيم مستوي","مخالفات قواعد واولويات المرور","محافظة العاصمة عمان","سيارة ركوب صغيرة","4/11/2017 15:31","2","29","ذكر"
"1706514","صدم","4/11/2017 15:33","40","0","0","0","0","اتجاهين غير مفصول بجزيرة وسطية","جاف","الأردن","فئة ثالثة","إسفلتي","نهار","صافي","مستقيم مستوي","عدم ترك السائق مسافة التتابع الامن","محافظة العاصمة عمان","سيارة ركوب صغيرة","4/11/2017 15:33","2","35","ذكر"
"1706514","صدم","4/11/2017 15:33","40","0","0","0","0","اتجاهين غير مفصول بجزيرة وسطية","جاف","الأردن","فئة ثالثة","إسفلتي","نهار","صافي","مستقيم مستوي","لا يوجد","محافظة العاصمة عمان","سيارة ركوب صغيرة","4/11/2017 15:33","2","72","ذكر"
"1706839","صدم","6/11/2017 12:34","60","0","0","0","0","اتجاهين مفصول بجزيرة وسطية","جاف","الأردن","فئة ثالثة","إسفلتي","نهار","صافي","مستقيم مستوي","لا يوجد","محافظة العاصمة عمان","سيارة ركوب صغيرة","6/11/2017 12:34","2","45","ذكر"
"1706839","صدم","6/11/2017 12:34","60","0","0","0","0","اتجاهين مفصول بجزيرة وسطية","جاف","الأردن","فئة ثالثة","إسفلتي","نهار","صافي","مستقيم مستوي","تغير مسرب بشكل مفاجئ","محافظة العاصمة عمان","شحن","6/11/2017 12:34","2","41","ذكر"
"1708991","صدم","8/11/2017 2:18","60","0","0","0","0","اتجاهين مفصول بجزيرة وسطية","جاف","الأردن","فئة ثالثة","إسفلتي","نهار","صافي","مستقيم مرتقي","لا يوجد","محافظة العاصمة عمان","نقل مشترك","8/11/2017 2:18","2","",""
"1708991","صدم","8/11/2017 2:18","60","0","0","0","0","اتجاهين مفصول بجزيرة وسطية","جاف","الأردن","فئة خامسة","إسفلتي","نهار","صافي","مستقيم مرتقي","عدم التقيد بشاخصة قف","محافظة العاصمة عمان","سيارة ركوب صغيرة","8/11/2017 2:18","2","42","ذكر"
"1708993","صدم","8/11/2017 2:46","60","1","0","0","0","اتجاهين غير مفصول بجزيرة وسطية","جاف","الأردن","فئة ثالثة","إسفلتي","ليل وطريق بإضاءة كافية","صافي","مستقيم مرتقي","لا يوجد","محافظة العاصمة عمان","سيارة ركوب صغيرة","8/11/2017 2:46","3","26","ذكر"
"1708993","صدم","8/11/2017 2:46","60","1","0","0","0","اتجاهين غير مفصول بجزيرة وسطية","جاف","الأردن","فئة ثالثة اتوماتيك","إسفلتي","ليل وطريق بإضاءة كافية","صافي","مستقيم مرتقي","عدم ترك السائق مسافة التتابع الامن","محافظة العاصمة عمان","سيارة ركوب صغيرة","8/11/2017 2:46","3","","ذكر"
"1708993","صدم","8/11/2017 2:46","60","1","0","0","0","اتجاهين غير مفصول بجزيرة وسطية","جاف","الأردن","0","إسفلتي","ليل وطريق بإضاءة كافية","صافي","مستقيم مرتقي","0","محافظة العاصمة عمان","سيارة ركوب صغيرة","8/11/2017 2:46","3","",""
"1708994","صدم","8/11/2017 3:27","60","0","0","0","0","اتجاهين مفصول بجزيرة وسطية","جاف","الأردن","فئة ثالثة","إسفلتي","ليل وطريق بإضاءة كافية","صافي","مستقيم مرتقي","لا يوجد","محافظة العاصمة عمان","سيارة ركوب صغيرة","8/11/2017 3:27","4","22","ذكر"
"1708994","صدم","8/11/2017 3:27","60","0","0","0","0","اتجاهين مفصول بجزيرة وسطية","جاف","الأردن","فئة ثالثة","إسفلتي","ليل وطريق بإضاءة كافية","صافي","مستقيم مرتقي","لا يوجد","محافظة العاصمة عمان","سيارة ركوب صغيرة","8/11/2017 3:27","4","62","ذكر"
"1708994","صدم","8/11/2017 3:27","60","0","0","0","0","اتجاهين مفصول بجزيرة وسطية","جاف","الأردن","فئة ثالثة","إسفلتي","ليل وطريق بإضاءة كافية","صافي","مستقيم مرتقي","لا يوجد","محافظة العاصمة عمان","سيارة ركوب صغيرة","8/11/2017 3:27","4","29","ذكر"
"1708994","صدم","8/11/2017 3:27","60","0","0","0","0","اتجاهين مفصول بجزيرة وسطية","جاف","الأردن","فئة ثالثة","إسفلتي","ليل وطريق بإضاءة كافية","صافي","مستقيم مرتقي","تغير مسرب بشكل مفاجئ","محافظة العاصمة عمان","سيارة ركوب صغيرة","8/11/2017 3:27","4","27","انثى"
"1709901","صدم","9/11/2017 22:30","60","0","0","0","0","اتجاهين مفصول بجزيرة وسطية","جاف","الأردن","فئة ثالثة","إسفلتي","نهار","صافي","مستقيم مستوي","لا يوجد","محافظة العاصمة عمان","سيارة ركوب صغيرة","9/11/2017 22:30","2","25","ذكر"
"1709901","صدم","9/11/2017 22:30","60","0","0","0","0","اتجاهين مفصول بجزيرة وسطية","جاف","الأردن","فئة ثالثة","إسفلتي","نهار","صافي","مستقيم مستوي","تغير مسرب بشكل مفاجئ","محافظة العاصمة عمان","نقل مشترك","9/11/2017 22:30","2","43","ذكر"
"1711045","صدم","11/15/2017 11:11:00 AM","50","0","0","0","0","اتجاهين غير مفصول بجزيرة وسطية","جاف","الأردن","فئة ثالثة","إسفلتي","ليل وطريق بإضاءة كافية","صافي","مستقيم مستوي","قيادة المركبة دون اخذ احتياطات السلامة المرورية اللازمة","محافظة العاصمة عمان","سيارة ركوب صغيرة","11/15/2017 11:11:00 AM","1","49","انثى"
"1711046","صدم","11/13/2017 12:20:00 AM","50","0","0","0","0","اتجاهين غير مفصول بجزيرة وسطية","جاف","الأردن","فئة ثالثة","إسفلتي","ليل وطريق بإضاءة كافية","صافي","مستقيم مستوي","عدم ترك السائق مسافة التتابع الامن","محافظة العاصمة عمان","سيارة ركوب صغيرة","11/13/2017 12:20:00 AM","2","27","ذكر"
"1711046","صدم","11/13/2017 12:20:00 AM","50","0","0","0","0","اتجاهين غير مفصول بجزيرة وسطية","جاف","الأردن","فئة ثالثة اتوماتيك","إسفلتي","ليل وطريق بإضاءة كافية","صافي","مستقيم مستوي","لا يوجد","محافظة العاصمة عمان","سيارة ركوب صغيرة","11/13/2017 12:20:00 AM","2","32","ذكر"
"1711499","صدم","11/13/2017 10:51:00 PM","50","0","0","0","0","اتجاهين مفصول بجزيرة وسطية","جاف","الأردن","فئة ثالثة","إسفلتي","نهار","صافي","مستقيم مستوي","مخالفات قواعد واولويات المرور","محافظة العاصمة عمان","سيارة ركوب صغيرة","11/13/2017 10:51:00 PM","2","",""
"1711499","صدم","11/13/2017 10:51:00 PM","50","0","0","0","0","اتجاهين مفصول بجزيرة وسطية","جاف","الأردن","فئة ثالثة","إسفلتي","نهار","صافي","مستقيم مستوي","لا يوجد","محافظة العاصمة عمان","سيارة ركوب صغيرة","11/13/2017 10:51:00 PM","2","",""
"1713309","صدم","11/15/2017 5:56:00 PM","60","0","0","0","0","اتجاهين مفصول بجزيرة وسطية","جليدي","الأردن","فئة ثالثة","إسفلتي","ليل وطريق بإضاءة كافية","صافي","مستقيم مستوي","قيادة المركبة دون اخذ احتياطات السلامة المرورية اللازمة","محافظة العاصمة عمان","سيارة ركوب صغيرة","11/15/2017 5:56:00 PM","2","",""
"1713309","صدم","11/15/2017 5:56:00 PM","60","0","0","0","0","اتجاهين مفصول بجزيرة وسطية","جليدي","الأردن","غير معرف /سائق مجهول","إسفلتي","ليل وطريق بإضاءة كافية","صافي","مستقيم مستوي","لا يوجد","محافظة العاصمة عمان","سيارة ركوب صغيرة","11/15/2017 5:56:00 PM","2","117",""
"1717564","صدم","11/25/2017 8:30:00 PM","40","0","0","0","0","داخل كراج","جاف","الأردن","فئة ثالثة","إسمنتي","ليل وطريق بإضاءة كافية","صافي","مستقيم مستوي","الرجوع بالمركبة الى الخلف المؤدي الى وقوع حادث","محافظة العاصمة عمان","سيارة ركوب صغيرة","11/25/2017 8:30:00 PM","1","41","ذكر"
"1718845","صدم","1/12/2017 17:47","40","2","0","0","0","اتجاهين مفصول بجزيرة وسطية","جاف","الأردن","فئة رابعة","إسفلتي","ليل وطريق بإضاءة كافية","صافي","مستقيم مستوي","لا يوجد","محافظة العاصمة عمان","سيارة ركوب صغيرة","1/12/2017 17:47","2","55","ذكر"
"1718845","صدم","1/12/2017 17:47","40","2","0","0","0","اتجاهين مفصول بجزيرة وسطية","جاف","الأردن","فئة ثالثة","إسفلتي","ليل وطريق بإضاءة كافية","صافي","مستقيم مستوي","عدم تقيد السائق بعلامات الطريق الارضية","محافظة العاصمة عمان","سيارة ركوب صغيرة","1/12/2017 17:47","2","26","ذكر"
"1720893","صدم","3/12/2017 21:14","50","0","0","0","0","اتجاهين مفصول بجزيرة وسطية","جاف","الأردن","فئة ثالثة","إسفلتي","ليل وطريق بإضاءة كافية","صافي","مستقيم مستوي","عدم ترك السائق مسافة التتابع الامن","محافظة العاصمة عمان","سيارة ركوب صغيرة","3/12/2017 21:14","2","30","انثى"
"1720893","صدم","3/12/2017 21:14","50","0","0","0","0","اتجاهين مفصول بجزيرة وسطية","جاف","الأردن","فئة رابعة","إسفلتي","ليل وطريق بإضاءة كافية","صافي","مستقيم مستوي","لا يوجد","محافظة العاصمة عمان","سيارة ركوب صغيرة","3/12/2017 21:14","2","28","ذكر"
"1722517","صدم","5/12/2017 10:33","50","0","0","0","0","اتجاهين غير مفصول بجزيرة وسطية","جاف","الأردن","فئة ثالثة","إسفلتي","نهار","صافي","مستقيم مستوي","قيادة المركبة دون اخذ احتياطات السلامة المرورية اللازمة","محافظة العاصمة عمان","سيارة ركوب صغيرة","5/12/2017 10:33","1","52","انثى"
"1722643","صدم","5/12/2017 14:29","50","0","0","0","0","اتجاهين مفصول بجزيرة وسطية","جاف","الأردن","فئة رابعة","إسفلتي","نهار","صافي","مستقيم مستوي","الرجوع بالمركبة الى الخلف المؤدي الى وقوع حادث","محافظة العاصمة عمان","سيارة ركوب صغيرة","5/12/2017 14:29","2","42","ذكر"
